color,director_name,duration,actor_1_name,movie_title,language,country,title_year,imdb_score
 Black and White,Kevin Smith,97.0,Ethan Suplee,Clerks II ,English,USA,2006.0,7.4
Color,Stephen Daldry,110.0,Julie Walters,Billy Elliot ,English,UK,2000.0,7.7
Color,Nat Faxon,103.0,Steve Carell,The Way Way Back ,English,USA,2013.0,7.4
Color,George Jackson,94.0,William Schallert,House Party 2 ,English,USA,1991.0,5.1
Color,George Miller,102.0,Tony Bonner,The Man from Snowy River ,English,Australia,1982.0,7.3
Color,Maurice Joyce,77.0,Frank Welker,Doug's 1st Movie ,English,USA,1999.0,5.0
Color,Robert Duvall,134.0,John Beasley,The Apostle ,English,USA,1997.0,7.2
Color,Frank Perry,129.0,Faye Dunaway,Mommie Dearest ,English,USA,1981.0,6.7
Color,Jesse Peretz,90.0,Zooey Deschanel,Our Idiot Brother ,English,USA,2011.0,6.4
Color,Stephen Hopkins,134.0,William Hurt,Race ,English,Canada,2016.0,7.1
Color,Ice Cube,104.0,Bernie Mac,The Players Club ,English,USA,1998.0,5.6
Color,Tim Blake Nelson,95.0,Mekhi Phifer,O ,English,USA,2001.0,6.2
Color,John Erick Dowdle,93.0,Ben Feldman,"As Above, So Below ",English,USA,2014.0,6.1
Color,Bille Woodruff,106.0,Boris Kodjoe,Addicted ,Spanish,USA,2014.0,5.2
Color,Kasi Lemmons,109.0,Jurnee Smollett-Bell,Eve's Bayou ,English,USA,1997.0,7.3
Color,Richard Glatzer,101.0,Kristen Stewart,Still Alice ,English,USA,2014.0,7.5
Color,Michael Curtiz,139.0,Gene Tierney,The Egyptian ,English,USA,1954.0,6.6
Color,Bruce Malmuth,99.0,Sylvester Stallone,Nighthawks ,English,USA,1981.0,6.4
Color,Rob Hedden,100.0,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,English,USA,1989.0,4.5
Color,Joel Zwick,95.0,Nia Vardalos,My Big Fat Greek Wedding ,English,USA,2002.0,6.6
Color,Harmony Korine,94.0,James Franco,Spring Breakers ,English,USA,2012.0,5.3
Color,Joe Chappelle,93.0,Donald Pleasence,Halloween: The Curse of Michael Myers ,English,USA,1995.0,4.9
Color,Alfonso Cuarón,106.0,Maribel Verdú,Y Tu Mamá También ,Spanish,Mexico,2001.0,7.7
Color,Edgar Wright,99.0,Peter Serafinowicz,Shaun of the Dead ,English,UK,2004.0,8.0
Color,Mickey Liddell,82.0,Jessica Lowndes,The Haunting of Molly Hartley ,English,USA,2008.0,3.8
Color,John Sayles,135.0,Matthew McConaughey,Lone Star ,English,USA,1996.0,7.6
Color,Dwight H. Little,88.0,Donald Pleasence,Halloween 4: The Return of Michael Myers ,English,USA,1988.0,5.9
Color,Fred Walton,89.0,Thomas F. Wilson,April Fool's Day ,English,USA,1986.0,6.2
Color,Barry Levinson,110.0,Steve Guttenberg,Diner ,English,USA,1982.0,7.2
Color,Steve Carver,107.0,David Carradine,Lone Wolf McQuade ,English,USA,1983.0,6.3
Color,Gonzalo López-Gallego,86.0,Warren Christie,Apollo 18 ,English,USA,2011.0,5.2
Color,Christine Jeffs,91.0,Clifton Collins Jr.,Sunshine Cleaning ,English,USA,2008.0,6.9
Color,John Erick Dowdle,103.0,Sterling Jerins,No Escape ,English,USA,2015.0,6.8
Color,Don Coscarelli,90.0,Vanna Bonta,The Beastmaster ,English,USA,1982.0,6.2
Color,King Vidor,141.0,Gina Lollobrigida,Solomon and Sheba ,English,USA,1959.0,6.2
Color,Michael Tiddes,92.0,Fred Willard,Fifty Shades of Black ,English,USA,2016.0,3.5
Color,Bill Duke,99.0,Eddie Cibrian,Not Easily Broken ,English,USA,2009.0,6.1
 Black and White,Frank Borzage,79.0,Gary Cooper,A Farewell to Arms ,English,USA,1932.0,6.6
Color,Bille Woodruff,96.0,Donald Faison,The Perfect Match ,English,USA,2016.0,4.5
Color,Mamoru Hosoda,82.0,Lara Jill Miller,Digimon: The Movie ,English,USA,2000.0,5.9
Color,Brian Dannelly,92.0,Macaulay Culkin,Saved! ,English,USA,2004.0,6.9
Color,Denys Arcand,112.0,Marie-Josée Croze,The Barbarian Invasions ,French,Canada,2003.0,7.7
Color,Richard Lester,106.0,Robert Shaw,Robin and Marian ,English,USA,1976.0,6.6
Color,J.S. Cardone,90.0,Brendan Fehr,The Forsaken ,English,USA,2001.0,5.3
 Black and White,Guy Hamilton,126.0,Harrison Ford,Force 10 from Navarone ,English,UK,1978.0,6.3
Color,Jay Levey,150.0,Fran Drescher,UHF ,English,USA,1989.0,7.0
Color,Nicholaus Goossen,90.0,Linda Cardellini,Grandma's Boy ,English,USA,2006.0,7.0
Color,Tamara Jenkins,91.0,Natasha Lyonne,Slums of Beverly Hills ,English,USA,1998.0,6.6
Color,Sergio Leone,145.0,Claudia Cardinale,Once Upon a Time in the West ,English,Italy,1968.0,8.6
Color,Jon Favreau,95.0,Jon Favreau,Made ,English,USA,2001.0,6.4
Color,Duncan Jones,97.0,Kevin Spacey,Moon ,English,UK,2009.0,7.9
Color,Scott Marshall,90.0,Miranda Cosgrove,Keeping Up with the Steins ,English,USA,2006.0,5.4
Color,Ronan Chapalain,41.0,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World ,English,UK,2010.0,6.9
Color,Atom Egoyan,112.0,Bruce Greenwood,The Sweet Hereafter ,English,Canada,1997.0,7.7
Color,Xavier Beauvois,122.0,Lambert Wilson,Of Gods and Men ,French,France,2010.0,7.2
Color,Randall Miller,110.0,Alan Rickman,Bottle Shock ,English,USA,2008.0,6.8
Color,Jerry Belson,87.0,Cassandra Peterson,Jekyll and Hyde... Together Again ,English,USA,1982.0,6.2
Color,Peter Jackson,108.0,Kate Winslet,Heavenly Creatures ,English,New Zealand,1994.0,7.4
Color,Michael Polish,121.0,Hayden Christensen,90 Minutes in Heaven ,English,USA,2015.0,4.6
Color,Dan Rush,97.0,Will Ferrell,Everything Must Go ,English,USA,2010.0,6.4
Color,Jake Kasdan,116.0,Kim Dickens,Zero Effect ,English,USA,1998.0,7.0
Color,Brad Anderson,94.0,Christian Bale,The Machinist ,English,Spain,2004.0,7.7
Color,Paul Schrader,103.0,Dana Delany,Light Sleeper ,English,USA,1992.0,6.8
Color,Michael Cuesta,112.0,Jeremy Renner,Kill the Messenger ,English,USA,2014.0,7.0
Color,John Cameron Mitchell,91.0,Dianne Wiest,Rabbit Hole ,English,USA,2010.0,7.0
Color,Fenton Bailey,98.0,Macaulay Culkin,Party Monster ,English,USA,2003.0,6.3
Color,Jeremy Saulnier,95.0,Alia Shawkat,Green Room ,English,USA,2015.0,7.1
Color,Billy Kent,88.0,Liza Minnelli,The Oh in Ohio ,English,USA,2006.0,5.6
Color,James Manera,99.0,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,English,USA,2014.0,4.4
Color,Wes Anderson,91.0,Andrew Wilson,Bottle Rocket ,English,USA,1996.0,7.1
Color,Kevin Spacey,97.0,Viggo Mortensen,Albino Alligator ,English,USA,1996.0,6.1
Color,Feroz Abbas Khan,136.0,Akshaye Khanna,"Gandhi, My Father ",Hindi,India,2007.0,7.4
Color,Errol Morris,118.0,Jeffrey Frost,Standard Operating Procedure ,English,USA,2008.0,7.5
Color,Dennis Hopper,94.0,Raymond Burr,Out of the Blue ,English,Canada,1980.0,7.2
Color,Eli Craig,89.0,Katrina Bowden,Tucker and Dale vs Evil ,English,Canada,2010.0,7.6
Color,Nicholas Fackler,90.0,Adam Scott,"Lovely, Still ",English,USA,2008.0,7.3
Color,Richard Wallace,95.0,Judith Anderson,Tycoon ,English,USA,1947.0,6.2
Color,Morgan J. Freeman,90.0,Ethan Suplee,Desert Blue ,English,USA,1998.0,6.2
Color,Matthew Hastings,95.0,Meghan Ory,Decoys ,English,Canada,2004.0,4.6
Color,M. Night Shyamalan,94.0,Ocean James,The Visit ,English,USA,2015.0,6.2
Color,Brian De Palma,90.0,Mike Figueroa,Redacted ,English,USA,2007.0,6.2
Color,Klaus Menzel,103.0,Adam Garcia,Fascination ,English,Germany,2004.0,3.3
Color,Oren Peli,91.0,Glenn Campbell,Area 51 ,English,USA,2015.0,4.2
Color,Jaume Balagueró,102.0,Luis Tosar,Sleep Tight ,Spanish,Spain,2011.0,7.2
Color,Paul Andrew Williams,92.0,Dave Legeno,The Cottage ,English,UK,2008.0,6.2
Color,Stephen Herek,87.0,Henry Ian Cusick,Dead Like Me: Life After Death ,English,USA,2009.0,6.1
Color,Bob Saget,80.0,Alyson Hannigan,Farce of the Penguins ,English,USA,2006.0,4.2
Color,Jim Amatulli,90.0,Heather Locklear,Flying By ,English,USA,2009.0,4.5
Color,William H. Macy,105.0,Billy Crudup,Rudderless ,English,USA,2014.0,7.5
Color,Barrett Esposito,67.0,Chazz Palminteri,Henry & Me ,English,USA,2014.0,6.7
Color,Mitch Davis,95.0,Gary Cole,Christmas Eve ,English,USA,2015.0,5.1
Color,Eric Bross,87.0,Teri Polo,We Have Your Husband ,English,USA,2011.0,5.5
Color,Paul Schrader,94.0,Nicolas Cage,Dying of the Light ,English,Bahamas,2014.0,4.4
Color,Vicky Jewson,109.0,James Frain,Born of War ,English,UK,2014.0,4.4
Color,Peter Hyams,130.0,David Huddleston,Capricorn One ,English,USA,1977.0,6.8
Color,Mike Mayhall,88.0,David Raizor,Running Forever ,English,USA,2015.0,8.6
Color,Kevin Smith,88.0,Johnny Depp,Yoga Hosers ,English,USA,2016.0,4.8
Color,Stanton Barrett,97.0,Mikal Vega,Navy Seals vs. Zombies ,English,USA,2015.0,3.4
Color,Jirí Menzel,113.0,Julia Jentsch,I Served the King of England ,Czech,Czech Republic,2006.0,7.4
Color,Fatih Akin,99.0,Udo Kier,Soul Kitchen ,German,Germany,2009.0,7.3
Color,Billy Bob Thornton,148.0,Robert Duvall,Sling Blade ,English,USA,1996.0,8.0
Color,Nick Murphy,107.0,Isaac Hempstead Wright,The Awakening ,English,UK,2011.0,6.5
Color,Eli Roth,93.0,Jay Hernandez,Hostel ,English,USA,2005.0,5.9
Color,Michael Winterbottom,94.0,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,English,UK,2005.0,6.8
Color,Jeff Nichols,121.0,Katy Mixon,Take Shelter ,English,USA,2011.0,7.4
Color,Frank LaLoggia,118.0,Alex Rocco,Lady in White ,English,USA,1988.0,6.7
Color,Jeremy Brock,98.0,Rupert Grint,Driving Lessons ,English,UK,2006.0,6.8
Color,Scott Foley,82.0,Donald Faison,Let's Kill Ward's Wife ,English,USA,2014.0,5.4
Color,Tobe Hooper,101.0,Bill Johnson,The Texas Chainsaw Massacre 2 ,English,USA,1986.0,5.5
Color,Sam Peckinpah,106.0,James Coburn,Pat Garrett & Billy the Kid ,English,USA,1973.0,7.4
Color,Nicolas Winding Refn,90.0,Ryan Gosling,Only God Forgives ,English,Denmark,2013.0,5.7
Color,Christophe Ali,79.0,Denis Lavant,Camping sauvage ,French,France,2005.0,5.4
Color,Gabriela Tagliavini,87.0,Maria Conchita Alonso,Without Men ,English,USA,2011.0,3.2
Color,Shona Auerbach,105.0,Gerard Butler,Dear Frankie ,English,UK,2004.0,7.8
Color,Leonard Farlinger,89.0,Keith Carradine,All Hat ,English,Canada,2007.0,5.3
Color,Michel Leclerc,100.0,Sara Forestier,The Names of Love ,French,France,2010.0,7.2
Color,Analeine Cal y Mayor,92.0,Zoë Kravitz,Treading Water ,English,Mexico,2013.0,6.2
Color,Tom Kalin,97.0,Eddie Redmayne,Savage Grace ,English,Spain,2007.0,5.9
Color,Robert Sarkies,100.0,William Kircher,Out of the Blue ,English,New Zealand,2006.0,7.3
Color,Hugh Wilson,96.0,Steve Guttenberg,Police Academy ,English,USA,1984.0,6.7
Color,Randal Kleiser,104.0,Brooke Shields,The Blue Lagoon ,English,USA,1980.0,5.7
Color,Mike Newell,117.0,Kristin Scott Thomas,Four Weddings and a Funeral ,English,UK,1994.0,7.1
Color,Amy Heckerling,90.0,Jennifer Jason Leigh,Fast Times at Ridgemont High ,English,USA,1982.0,7.2
Color,John Huston,115.0,Royal Dano,Moby Dick ,English,USA,1956.0,7.4
Color,Spike Lee,108.0,Philip Seymour Hoffman,25th Hour ,English,USA,2002.0,7.7
Color,Lana Wachowski,109.0,Christopher Meloni,Bound ,English,USA,1996.0,7.4
Color,Darren Aronofsky,102.0,Ellen Burstyn,Requiem for a Dream ,English,USA,2000.0,8.4
Color,Walter Lang,100.0,Dana Andrews,State Fair ,English,USA,1945.0,7.1
Color,Carlos Saura,115.0,Mía Maestro,Tango ,Spanish,Spain,1998.0,7.2
Color,Oliver Stone,122.0,Jim Belushi,Salvador ,English,UK,1986.0,7.5
Color,Andrew Erwin,98.0,Alex Kendrick,Moms' Night Out ,English,USA,2014.0,5.4
Color,Richard Kelly,133.0,Jake Gyllenhaal,Donnie Darko ,English,USA,2001.0,8.1
Color,Beto Gómez,105.0,Jaime Camil,Saving Private Perez ,Spanish,Mexico,2011.0,6.0
Color,Mike van Diem,122.0,Jan Decleir,Character ,Dutch,Netherlands,1997.0,7.8
Color,Jonas Åkerlund,106.0,Patrick Fugit,Spun ,English,USA,2002.0,6.8
Color,Todd Solondz,98.0,Rich Pecci,Life During Wartime ,English,USA,2009.0,6.5
Color,Chan-wook Park,112.0,Min-sik Choi,Lady Vengeance ,Korean,South Korea,2005.0,7.7
Color,René Féret,120.0,Nicolas Giraud,Mozart's Sister ,French,France,2010.0,6.4
Color,Barry Skolnick,99.0,Jason Statham,Mean Machine ,English,UK,2001.0,6.5
Color,Johnnie To,110.0,Simon Yam,Exiled ,Cantonese,Hong Kong,2006.0,7.3
Color,Mateo Gil,102.0,Sam Shepard,Blackthorn ,English,Spain,2011.0,6.6
Color,Lukas Moodysson,109.0,Oksana Akinshina,Lilya 4-Ever ,Russian,Sweden,2002.0,7.9
Color,Agnieszka Wojtowicz-Vosloo,104.0,Liam Neeson,After.Life ,English,USA,2009.0,5.9
Color,Kabir Sadanand,134.0,Jimmy Shergill,Fugly ,Hindi,India,2014.0,4.7
Color,Milos Forman,133.0,Scatman Crothers,One Flew Over the Cuckoo's Nest ,English,USA,1975.0,8.7
Color,Peter DeLuise,85.0,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls ,English,USA,2015.0,5.9
Color,Raja Menon,130.0,Nimrat Kaur,Airlift ,Hindi,India,2016.0,8.5
Color,Ernie Barbarash,103.0,Michael Jai White,Falcon Rising ,English,USA,2014.0,5.8
Color,Nick Love,112.0,Hayley Atwell,The Sweeney ,English,UK,2012.0,6.1
Color,Jonathan Glazer,89.0,Ray Winstone,Sexy Beast ,English,UK,2000.0,7.3
Color,Daniel Espinosa,124.0,Fabian Bolin,Easy Money ,Swedish,Sweden,2010.0,6.7
Color,Niki Caro,101.0,Keisha Castle-Hughes,Whale Rider ,English,New Zealand,2002.0,7.6
Color,R. Balki,133.0,Vidya Balan,Paa ,Hindi,India,2009.0,7.2
Color,Ivan Engler,112.0,Yangzom Brauen,Cargo ,German,Switzerland,2009.0,6.2
Color,Joe Wright,111.0,Hugh Jackman,Pan ,English,USA,2015.0,5.8
Color,Kenny Ortega,98.0,Lucas Grabeel,High School Musical ,English,USA,2006.0,5.2
Color,Richard Kwietniowski,93.0,Jason Priestley,Love and Death on Long Island ,English,UK,1997.0,7.1
Color,Timur Bekmambetov,104.0,Konstantin Khabenskiy,Night Watch ,Russian,Russia,2004.0,6.5
Color,Neil Jordan,112.0,Jim Broadbent,The Crying Game ,English,UK,1992.0,7.3
Color,Bob Clark,94.0,Art Hindle,Porky's ,English,Canada,1981.0,6.2
Color,George A. Romero,90.0,Julian Richings,Survival of the Dead ,English,USA,2009.0,5.0
 Black and White,George A. Romero,96.0,Judith O'Dea,Night of the Living Dead ,English,USA,1968.0,8.0
Color,Sofia Coppola,101.0,Scarlett Johansson,Lost in Translation ,English,USA,2003.0,7.8
Color,Woody Allen,93.0,Woody Allen,Annie Hall ,English,USA,1977.0,8.1
Color,Cecil B. DeMille,152.0,Gloria Grahame,The Greatest Show on Earth ,English,USA,1952.0,6.7
Color,Ridley Scott,150.0,Christian Bale,Exodus: Gods and Kings ,English,UK,2014.0,6.1
Color,Marc Forster,112.0,Heath Ledger,Monster's Ball ,English,USA,2001.0,7.1
Color,Henry Hobson,95.0,Joely Richardson,Maggie ,English,USA,2015.0,5.6
Color,Mike Figgis,111.0,Nicolas Cage,Leaving Las Vegas ,English,USA,1995.0,7.6
Color,Duane Journey,86.0,Molly C. Quinn,Hansel & Gretel Get Baked ,English,USA,2013.0,4.3
Color,Dan O'Bannon,108.0,Linnea Quigley,The Return of the Living Dead ,English,USA,1985.0,7.3
Color,Billy Wilder,105.0,Austin Pendleton,The Front Page ,English,USA,1974.0,7.3
Color,Rob Cohen,91.0,Ryan Guzman,The Boy Next Door ,English,USA,2015.0,4.6
Color,Carol Reed,105.0,Gina Lollobrigida,Trapeze ,English,USA,1956.0,6.8
Color,Lisa Cholodenko,106.0,Josh Hutcherson,The Kids Are All Right ,English,USA,2010.0,7.1
Color,John Carpenter,93.0,Meg Foster,They Live ,English,USA,1988.0,7.3
Color,John Sturges,172.0,James Coburn,The Great Escape ,English,USA,1963.0,8.3
 Black and White,William Arntz,109.0,Marlee Matlin,What the #$*! Do We (K)now!? ,English,USA,2004.0,5.4
Color,Ed Gass-Donnelly,93.0,Muse Watson,The Last Exorcism Part II ,English,France,2013.0,4.0
Color,Richard Linklater,165.0,Ellar Coltrane,Boyhood ,English,USA,2014.0,8.0
Color,Woody Allen,96.0,Scarlett Johansson,Scoop ,English,UK,2006.0,6.7
Color,Tim Burton,119.0,Cary-Hiroyuki Tagawa,Planet of the Apes ,English,USA,2001.0,5.7
Color,DJ Pooh,93.0,Angell Conwell,The Wash ,English,USA,2001.0,4.6
Color,DJ Pooh,82.0,Mo'Nique,3 Strikes ,English,USA,2000.0,4.0
Color,Wayne Kramer,101.0,Estella Warren,The Cooler ,English,USA,2003.0,7.0
 Black and White,John Huston,120.0,Montgomery Clift,The Misfits ,English,USA,1961.0,7.4
Color,Patrick Stettner,81.0,Robin Williams,The Night Listener ,English,USA,2006.0,5.9
Color,James Melkonian,82.0,Vincent Pastore,The Jerky Boys ,English,USA,1995.0,4.6
Color,Wes Craven,107.0,Frank Grillo,My Soul to Take ,English,USA,2010.0,4.8
Color,J.A. Bayona,105.0,Geraldine Chaplin,The Orphanage ,Spanish,Spain,2007.0,7.5
Color,Michael Tiddes,86.0,Ashley Rickards,A Haunted House 2 ,English,USA,2014.0,4.7
Color,Roger Avary,110.0,Ian Somerhalder,The Rules of Attraction ,English,USA,2002.0,6.7
Color,Alfred Hitchcock,127.0,Roscoe Lee Browne,Topaz ,English,USA,1969.0,6.3
Color,Bob Odenkirk,90.0,Dylan Baker,Let's Go to Prison ,English,USA,2006.0,6.0
Color,Allison Anders,110.0,Salma Hayek,Four Rooms ,English,USA,1995.0,6.7
Color,Steven Shainberg,104.0,Jeremy Davies,Secretary ,English,USA,2002.0,7.1
Color,Rick de Oliveira,96.0,Laura Ramsey,The Real Cancun ,English,USA,2003.0,2.7
Color,Oliver Stone,110.0,Michael Wincott,Talk Radio ,English,USA,1988.0,7.3
Color,Christopher Guest,84.0,Catherine O'Hara,Waiting for Guffman ,English,USA,1996.0,7.6
Color,Jeff Franklin,94.0,Ivana Milicevic,Love Stinks ,English,USA,1999.0,5.8
Color,John Dahl,93.0,Philip Baker Hall,You Kill Me ,English,USA,2007.0,6.5
Color,Mike Mills,96.0,Kelli Garner,Thumbsucker ,English,USA,2005.0,6.6
Color,Kevin Smith,88.0,Anna Gunn,Red State ,English,USA,2011.0,6.2
Color,Dave McKean,101.0,Stephanie Leonidas,Mirrormask ,English,UK,2005.0,6.9
Color,Ron Fricke,102.0,Collin Alfredo St. Dic,Samsara ,None,USA,2011.0,8.5
Color,Ruggero Deodato,87.0,Michael Berryman,The Barbarians ,English,USA,1987.0,4.8
Color,Gavin Wiesen,83.0,Michael Angarano,The Art of Getting By ,English,USA,2011.0,6.6
Color,Mora Stephens,103.0,Ray Winstone,Zipper ,English,USA,2015.0,5.7
Color,Mars Callahan,99.0,Chazz Palminteri,Poolhall Junkies ,English,USA,2002.0,7.0
Color,Mike Figgis,106.0,Kelly Macdonald,The Loss of Sexual Innocence ,English,USA,1999.0,5.4
Color,Leos Carax,115.0,Kylie Minogue,Holy Motors ,French,France,2012.0,7.1
Color,David Gordon Green,117.0,Nicolas Cage,Joe ,English,USA,2013.0,6.9
Color,Stefan Schwartz,99.0,Peter McNamara,Shooting Fish ,English,UK,1997.0,6.6
Color,Renny Harlin,102.0,Viggo Mortensen,Prison ,English,USA,1987.0,5.9
Color,Robert Lee King,85.0,Lauren Ambrose,Psycho Beach Party ,English,Australia,2000.0,6.3
Color,Kevin Allen,86.0,Craig Ferguson,The Big Tease ,English,UK,1999.0,6.3
Color,Jorge Ramírez Suárez,120.0,Hector Kotsifakis,"Buen Día, Ramón ",German,Mexico,2013.0,7.7
Color,David Schwimmer,106.0,Noah Emmerich,Trust ,English,USA,2010.0,7.0
Color,Barry Levinson,103.0,Anna Friel,An Everlasting Piece ,English,USA,2000.0,6.3
Color,Sam Miller,93.0,Rachel Griffiths,Among Giants ,English,UK,1998.0,5.9
Color,Anne Fontaine,112.0,Robin Wright,Adore ,English,Australia,2013.0,6.2
Color,Dan Ireland,100.0,Salma Hayek,The Velocity of Gary ,English,USA,1998.0,5.0
Color,Fernando León de Aranoa,113.0,Luis Tosar,Mondays in the Sun ,Spanish,Spain,2002.0,7.7
Color,Jim Mickle,98.0,Connor Paolo,Stake Land ,English,USA,2010.0,6.5
Color,Stephen Kay,92.0,Keanu Reeves,The Last Time I Committed Suicide ,English,USA,1997.0,5.8
Color,Karim Aïnouz,106.0,Wagner Moura,Futuro Beach ,Portuguese,Brazil,2014.0,6.1
Color,Sam Levinson,119.0,George Kennedy,Another Happy Day ,English,USA,2011.0,6.0
Color,Julian Gilbey,99.0,Ed Speleers,A Lonely Place to Die ,English,UK,2011.0,6.3
Color,Vincenzo Natali,90.0,David Hewlett,Nothing ,English,Canada,2003.0,6.3
Color,Aleksandr Veledinskiy,120.0,Konstantin Khabenskiy,The Geographer Drank His Globe Away ,Russian,Russia,2013.0,7.5
Color,Peter H. Hunt,168.0,Blythe Danner,1776 ,English,USA,1972.0,7.6
Color,Ruba Nadda,93.0,Saad Siddiqui,Inescapable ,English,Canada,2012.0,5.2
 Black and White,Howard Hughes,96.0,Jean Harlow,Hell's Angels ,English,USA,1930.0,7.8
Color,Edward Burns,103.0,Debra Messing,Purple Violets ,English,USA,2007.0,6.6
Color,Phil Joanou,93.0,Lily Rabe,The Veil ,English,USA,2016.0,4.7
Color,Sean Byrne,84.0,Robin McLeavy,The Loved Ones ,English,Australia,2009.0,6.7
Color,Chris Stokes,81.0,Kristen Quintrall,No Vacancy ,English,USA,2012.0,4.2
Color,Mark Griffiths,84.0,Eric Mabius,How to Fall in Love ,English,USA,2012.0,6.3
Color,Bruce Macdonald,94.0,Rachel Hendrix,The Perfect Wave ,English,South Africa,2014.0,4.7
Color,Timur Bekmambetov,141.0,Morgan Freeman,Ben-Hur ,English,USA,2016.0,6.0
Color,Fred Zinnemann,120.0,Robert Shaw,A Man for All Seasons ,English,UK,1966.0,7.9
Color,Sidney Lumet,121.0,Robert Duvall,Network ,English,USA,1976.0,8.1
Color,Victor Fleming,226.0,Hattie McDaniel,Gone with the Wind ,English,USA,1939.0,8.2
Color,Richard Raymond,104.0,Tom Cullen,Desert Dancer ,English,UK,2014.0,6.0
Color,Sam Peckinpah,152.0,James Coburn,Major Dundee ,English,USA,1965.0,6.8
Color,Alan Jacobs,92.0,Snoop Dogg,Down for Life ,English,USA,2009.0,7.3
Color,George Sidney,107.0,Keenan Wynn,Annie Get Your Gun ,English,USA,1950.0,7.0
Color,Christopher Morris,97.0,Kayvan Novak,Four Lions ,English,UK,2010.0,7.3
Color,Andrucha Waddington,115.0,Fernanda Montenegro,House of Sand ,Portuguese,Brazil,2005.0,7.5
Color,Peter Stebbings,95.0,Michael Kelly,Defendor ,English,Canada,2009.0,6.8
Color,Vincente Minnelli,102.0,Gladys Cooper,The Pirate ,English,USA,1948.0,7.1
Color,Dagur Kári,99.0,Alice Olivia Clarke,The Good Heart ,English,Iceland,2009.0,6.9
Color,Nicholas Hytner,109.0,Dominic Cooper,The History Boys ,English,UK,2006.0,6.9
Color,Jaume Collet-Serra,113.0,Liam Neeson,Unknown ,English,UK,2011.0,6.9
 Black and White,John Schlesinger,113.0,Brenda Vaccaro,Midnight Cowboy ,English,USA,1969.0,7.9
Color,Peter Cattaneo,91.0,Tom Wilkinson,The Full Monty ,English,UK,1997.0,7.2
Color,Jim Abrahams,88.0,Peter Graves,Airplane! ,English,USA,1980.0,7.8
Color,Kevin Carraway,88.0,Michael Jai White,Chain of Command ,English,USA,2015.0,3.5
 Black and White,F. Gary Gray,97.0,Nia Long,Friday ,English,USA,1995.0,7.3
Color,Albert Hughes,97.0,Jada Pinkett Smith,Menace II Society ,English,USA,1993.0,7.5
Color,Michael Gornick,85.0,George Kennedy,Creepshow 2 ,English,USA,1987.0,6.0
Color,Sam Peckinpah,121.0,Slim Pickens,The Ballad of Cable Hogue ,English,USA,1970.0,7.3
 Black and White,Richard Brooks,134.0,John Forsythe,In Cold Blood ,English,USA,1967.0,8.0
Color,Fred Zinnemann,149.0,Colleen Dewhurst,The Nun's Story ,English,USA,1959.0,7.6
Color,Jack Smight,121.0,Janet Leigh,Harper ,English,USA,1966.0,7.0
Color,Alfred Hitchcock,116.0,Bernard Cribbins,Frenzy ,English,UK,1972.0,7.5
Color,Robert Eggers,92.0,Julian Richings,The Witch ,English,USA,2015.0,6.8
Color,Michael Martin,93.0,Joe Estevez,I Got the Hook Up ,English,USA,1998.0,3.9
Color,Edward Burns,96.0,John Mahoney,She's the One ,English,USA,1996.0,6.1
 Black and White,Bill Condon,105.0,Brendan Fraser,Gods and Monsters ,English,USA,1998.0,7.5
Color,Juan José Campanella,129.0,Ricardo Darín,The Secret in Their Eyes ,Spanish,Argentina,2009.0,8.2
Color,George A. Romero,87.0,Greg Nicotero,Day of the Dead ,English,USA,1985.0,7.2
Color,Gideon Raff,94.0,Gideon Emery,Train ,English,USA,2008.0,4.8
Color,Sam Raimi,37.0,Ted Raimi,Evil Dead II ,English,USA,1987.0,7.8
Color,Louis C.K.,81.0,Wanda Sykes,Pootie Tang ,English,USA,2001.0,5.2
Color,Anthony C. Ferrante,97.0,Ian Ziering,Sharknado ,English,USA,2013.0,3.3
Color,Salvador Carrasco,106.0,Elpidia Carrillo,La otra conquista ,Spanish,Mexico,1998.0,6.8
Color,André Øvredal,103.0,Otto Jespersen,Trollhunter ,Norwegian,Norway,2010.0,7.0
Color,Robert Cary,101.0,Frances Conroy,Ira & Abby ,English,USA,2006.0,6.5
Color,Akiva Schaffer,102.0,Will Forte,The Watch ,English,USA,2012.0,5.7
Color,Adam Rapp,98.0,Zooey Deschanel,Winter Passing ,English,USA,2005.0,6.4
Color,Angela Robinson,91.0,Jordana Brewster,D.E.B.S. ,English,USA,2004.0,5.3
Color,Warren P. Sonoda,105.0,Diahann Carroll,The Masked Saint ,English,Canada,2016.0,4.7
Color,Amanda Gusack,98.0,Alice Krige,The Betrayed ,English,USA,2008.0,6.1
Color,Avi Nesher,104.0,Fisher Stevens,Taxman ,English,USA,1998.0,5.5
Color,Charles Adelman,96.0,Teri Polo,2:13 ,English,USA,2009.0,4.8
Color,Jay Oliva,148.0,Michael Emerson,"Batman: The Dark Knight Returns, Part 2 ",English,USA,2013.0,8.4
Color,Charles Ferguson,100.0,Jane Goodall,Time to Choose ,English,USA,2015.0,7.0
Color,Uwe Boll,86.0,Bashar Rahal,In the Name of the King: The Last Job ,English,Canada,2014.0,3.3
